"Country or Area","Year(s)","Variant","Value"
"Grenada","2026","Zero migration","129.112"
"Grenada","2026","Constant mortality","128.103"
"Grenada","2026","No change","128.234"
"Grenada","2026","Momentum","129.577"
"Grenada","2026","Instant replacement zero migration","129.66"
"Grenada","2026","Median PI","128.189"
"Grenada","2026","Upper 80 PI","129.551"
"Grenada","2026","Lower 80 PI","126.876"
"Grenada","2026","Upper 95 PI","130.29"
"Grenada","2026","Lower 95 PI","126.245"
"Grenada","2025","Medium","127.553"
"Grenada","2025","High","128.397"
"Grenada","2025","Low","126.709"
"Grenada","2025","Constant fertility","127.631"
"Grenada","2025","Instant replacement","127.954"
"Grenada","2025","Zero migration","128.272"
"Grenada","2025","Constant mortality","127.51"
"Grenada","2025","No change","127.587"
"Grenada","2025","Momentum","128.626"
"Grenada","2025","Instant replacement zero migration","128.675"
"Grenada","2025","Median PI","127.553"
"Grenada","2025","Upper 80 PI","128.609"
"Grenada","2025","Lower 80 PI","126.519"
"Grenada","2025","Upper 95 PI","129.189"
"Grenada","2025","Lower 95 PI","126.058"
"Grenada","2024","Medium","126.887"
"Grenada","2024","High","127.492"
"Grenada","2024","Low","126.281"
"Grenada","2024","Constant fertility","126.924"
"Grenada","2024","Instant replacement","127.158"
"Grenada","2024","Zero migration","127.401"
"Grenada","2024","Constant mortality","126.868"
"Grenada","2024","No change","126.906"
"Grenada","2024","Momentum","127.647"
"Grenada","2024","Instant replacement zero migration","127.674"
"Grenada","2024","Median PI","126.887"
"Grenada","2024","Upper 80 PI","127.641"
"Grenada","2024","Lower 80 PI","126.144"
"Grenada","2024","Upper 95 PI","128.05"
"Grenada","2024","Lower 95 PI","125.822"
"Grenada","2023","Medium","126.183"
"Grenada","2023","High","126.548"
"Grenada","2023","Low","125.819"
"Grenada","2023","Constant fertility","126.194"
"Grenada","2023","Instant replacement","126.335"
"Grenada","2023","Zero migration","126.484"
"Grenada","2023","Constant mortality","126.178"
"Grenada","2023","No change","126.189"
"Grenada","2023","Momentum","126.629"
"Grenada","2023","Instant replacement zero migration","126.636"
"Grenada","2023","Median PI","126.184"
"Grenada","2023","Upper 80 PI","126.628"
"Grenada","2023","Lower 80 PI","125.741"
"Grenada","2023","Upper 95 PI","126.878"
"Grenada","2023","Lower 95 PI","125.539"
"Grenada","2022","Medium","125.438"
"Grenada","2022","High","125.559"
"Grenada","2022","Low","125.316"
"Grenada","2022","Constant fertility","125.438"
"Grenada","2022","Instant replacement","125.485"
"Grenada","2022","Zero migration","125.533"
"Grenada","2022","Constant mortality","125.438"
"Grenada","2022","No change","125.438"
"Grenada","2022","Momentum","125.581"
"Grenada","2022","Instant replacement zero migration","125.581"
"Grenada","2022","Median PI","125.438"
"Grenada","2022","Upper 80 PI","125.583"
"Grenada","2022","Lower 80 PI","125.289"
"Grenada","2022","Upper 95 PI","125.67"
"Grenada","2022","Lower 95 PI","125.221"
"Grenada","2021","Medium","124.61"
"Grenada","2020","Medium","123.663"
"Grenada","2019","Medium","122.724"
"Grenada","2018","Medium","121.838"
"Grenada","2017","Medium","120.921"
"Grenada","2016","Medium","119.966"
"Grenada","2015","Medium","118.98"
"Grenada","2014","Medium","117.972"
"Grenada","2013","Medium","116.945"
"Grenada","2012","Medium","115.912"
"Grenada","2011","Medium","114.918"
"Grenada","2010","Medium","114.039"
"Grenada","2009","Medium","113.249"
"Grenada","2008","Medium","112.478"
"Grenada","2007","Medium","111.725"
"Grenada","2006","Medium","110.988"
"Grenada","2005","Medium","110.254"
"Grenada","2004","Medium","109.516"
"Grenada","2003","Medium","108.74"
"Grenada","2002","Medium","108.231"
"Grenada","2001","Medium","107.936"
"Grenada","2000","Medium","107.432"
"Grenada","1999","Medium","106.823"
"Grenada","1998","Medium","106.2"
"Grenada","1997","Medium","105.549"
"Grenada","1996","Medium","104.846"
"Grenada","1995","Medium","104.06"
"Grenada","1994","Medium","103.174"
"Grenada","1993","Medium","102.173"
"Grenada","1992","Medium","101.04"
"Grenada","1991","Medium","99.758"
"Grenada","1990","Medium","99.047"
"Grenada","1989","Medium","99.224"
"Grenada","1988","Medium","99.877"
"Grenada","1987","Medium","100.599"
"Grenada","1986","Medium","100.893"
"Grenada","1985","Medium","100.576"
"Grenada","1984","Medium","99.618"
"Grenada","1983","Medium","98.177"
"Grenada","1982","Medium","96.534"
"Grenada","1981","Medium","95.222"
"Grenada","1980","Medium","94.838"
"Grenada","1979","Medium","95.242"
"Grenada","1978","Medium","95.811"
"Grenada","1977","Medium","96.329"
"Grenada","1976","Medium","96.781"
"Grenada","1975","Medium","97.165"
"Grenada","1974","Medium","97.528"
"Grenada","1973","Medium","97.886"
"Grenada","1972","Medium","98.225"
"Grenada","1971","Medium","98.535"
"Grenada","1970","Medium","98.794"
"Grenada","1969","Medium","98.975"
"Grenada","1968","Medium","99.056"
"Grenada","1967","Medium","98.977"
"Grenada","1966","Medium","98.692"
"Grenada","1965","Medium","98.226"
"Grenada","1964","Medium","97.613"
"Grenada","1963","Medium","96.882"
"Grenada","1962","Medium","96.052"
"Grenada","1961","Medium","95.096"
"Grenada","1960","Medium","93.772"
"Grenada","1959","Medium","91.679"
"Grenada","1958","Medium","89.159"
"Grenada","1957","Medium","86.774"
"Grenada","1956","Medium","84.591"
"Grenada","1955","Medium","82.656"
"Grenada","1954","Medium","80.982"
"Grenada","1953","Medium","79.552"
"Grenada","1952","Medium","78.365"
"Grenada","1951","Medium","77.429"
"Grenada","1950","Medium","77.02"
"Saint Kitts and Nevis","2100","Medium","35.941"
"Saint Kitts and Nevis","2100","High","54.916"
"Saint Kitts and Nevis","2100","Low","22.365"
"Saint Kitts and Nevis","2100","Constant fertility","34.36"
"Saint Kitts and Nevis","2100","Instant replacement","57.829"
"Saint Kitts and Nevis","2100","Zero migration","34.006"
"Saint Kitts and Nevis","2100","Constant mortality","30.165"
"Saint Kitts and Nevis","2100","No change","28.637"
"Saint Kitts and Nevis","2100","Momentum","48.393"
"Saint Kitts and Nevis","2100","Instant replacement zero migration","55.472"
"Saint Kitts and Nevis","2100","Median PI","35.94"
"Saint Kitts and Nevis","2100","Upper 80 PI","46.434"
"Saint Kitts and Nevis","2100","Lower 80 PI","25.953"
"Saint Kitts and Nevis","2100","Upper 95 PI","53.706"
"Saint Kitts and Nevis","2100","Lower 95 PI","21.187"
"Saint Kitts and Nevis","2099","Medium","36.149"
"Saint Kitts and Nevis","2099","High","54.774"
"Saint Kitts and Nevis","2099","Low","22.744"
"Saint Kitts and Nevis","2099","Constant fertility","34.609"
"Saint Kitts and Nevis","2099","Instant replacement","57.684"
"Saint Kitts and Nevis","2099","Zero migration","34.236"
"Saint Kitts and Nevis","2099","Constant mortality","30.422"
"Saint Kitts and Nevis","2099","No change","28.936"
"Saint Kitts and Nevis","2099","Momentum","48.413"
"Saint Kitts and Nevis","2099","Instant replacement zero migration","55.361"
"Saint Kitts and Nevis","2099","Median PI","36.149"
"Saint Kitts and Nevis","2099","Upper 80 PI","46.523"
"Saint Kitts and Nevis","2099","Lower 80 PI","26.246"
"Saint Kitts and Nevis","2099","Upper 95 PI","53.555"
"Saint Kitts and Nevis","2099","Lower 95 PI","21.515"
"Saint Kitts and Nevis","2098","Medium","36.358"
"Saint Kitts and Nevis","2098","High","54.634"
"Saint Kitts and Nevis","2098","Low","23.132"
"Saint Kitts and Nevis","2098","Constant fertility","34.858"
"Saint Kitts and Nevis","2098","Instant replacement","57.538"
"Saint Kitts and Nevis","2098","Zero migration","34.471"
"Saint Kitts and Nevis","2098","Constant mortality","30.686"
"Saint Kitts and Nevis","2098","No change","29.241"
"Saint Kitts and Nevis","2098","Momentum","48.427"
"Saint Kitts and Nevis","2098","Instant replacement zero migration","55.251"
"Saint Kitts and Nevis","2098","Median PI","36.358"
"Saint Kitts and Nevis","2098","Upper 80 PI","46.592"
"Saint Kitts and Nevis","2098","Lower 80 PI","26.538"
"Saint Kitts and Nevis","2098","Upper 95 PI","53.387"
"Saint Kitts and Nevis","2098","Lower 95 PI","21.789"
"Saint Kitts and Nevis","2097","Medium","36.569"
"Saint Kitts and Nevis","2097","High","54.496"
"Saint Kitts and Nevis","2097","Low","23.523"
"Saint Kitts and Nevis","2097","Constant fertility","35.115"
"Saint Kitts and Nevis","2097","Instant replacement","57.395"
"Saint Kitts and Nevis","2097","Zero migration","34.708"
"Saint Kitts and Nevis","2097","Constant mortality","30.949"
"Saint Kitts and Nevis","2097","No change","29.547"
"Saint Kitts and Nevis","2097","Momentum","48.445"
"Saint Kitts and Nevis","2097","Instant replacement zero migration","55.144"
"Saint Kitts and Nevis","2097","Median PI","36.568"
"Saint Kitts and Nevis","2097","Upper 80 PI","46.63"
"Saint Kitts and Nevis","2097","Lower 80 PI","26.835"
"Saint Kitts and Nevis","2097","Upper 95 PI","53.23"
"Saint Kitts and Nevis","2097","Lower 95 PI","22.093"
"Saint Kitts and Nevis","2096","Medium","36.785"
"Saint Kitts and Nevis","2096","High","54.36"
"Saint Kitts and Nevis","2096","Low","23.913"
"Saint Kitts and Nevis","2096","Constant fertility","35.376"
"Saint Kitts and Nevis","2096","Instant replacement","57.252"
"Saint Kitts and Nevis","2096","Zero migration","34.946"
"Saint Kitts and Nevis","2096","Constant mortality","31.215"
"Saint Kitts and Nevis","2096","No change","29.855"
"Saint Kitts and Nevis","2096","Momentum","48.462"
"Saint Kitts and Nevis","2096","Instant replacement zero migration","55.035"
"Saint Kitts and Nevis","2096","Median PI","36.785"
"Saint Kitts and Nevis","2096","Upper 80 PI","46.718"
"Saint Kitts and Nevis","2096","Lower 80 PI","27.167"
"Saint Kitts and Nevis","2096","Upper 95 PI","53.174"
"Saint Kitts and Nevis","2096","Lower 95 PI","22.474"
"Saint Kitts and Nevis","2095","Medium","36.995"
"Saint Kitts and Nevis","2095","High","54.219"
"Saint Kitts and Nevis","2095","Low","24.302"
"Saint Kitts and Nevis","2095","Constant fertility","35.63"
"Saint Kitts and Nevis","2095","Instant replacement","57.101"
"Saint Kitts and Nevis","2095","Zero migration","35.187"
"Saint Kitts and Nevis","2095","Constant mortality","31.482"
"Saint Kitts and Nevis","2095","No change","30.164"
"Saint Kitts and Nevis","2095","Momentum","48.472"
"Saint Kitts and Nevis","2095","Instant replacement zero migration","54.926"
"Saint Kitts and Nevis","2095","Median PI","36.995"
"Saint Kitts and Nevis","2095","Upper 80 PI","46.823"
"Saint Kitts and Nevis","2095","Lower 80 PI","27.49"
"Saint Kitts and Nevis","2095","Upper 95 PI","53.186"
"Saint Kitts and Nevis","2095","Lower 95 PI","22.858"
"Saint Kitts and Nevis","2094","Medium","37.208"
"Saint Kitts and Nevis","2094","High","54.082"
"Saint Kitts and Nevis","2094","Low","24.701"
"Saint Kitts and Nevis","2094","Constant fertility","35.885"
"Saint Kitts and Nevis","2094","Instant replacement","56.956"
"Saint Kitts and Nevis","2094","Zero migration","35.422"
"Saint Kitts and Nevis","2094","Constant mortality","31.753"
"Saint Kitts and Nevis","2094","No change","30.474"
"Saint Kitts and Nevis","2094","Momentum","48.484"
"Saint Kitts and Nevis","2094","Instant replacement zero migration","54.819"
"Saint Kitts and Nevis","2094","Median PI","37.208"
"Saint Kitts and Nevis","2094","Upper 80 PI","46.898"
"Saint Kitts and Nevis","2094","Lower 80 PI","27.829"
"Saint Kitts and Nevis","2094","Upper 95 PI","53.216"
"Saint Kitts and Nevis","2094","Lower 95 PI","23.223"
"Saint Kitts and Nevis","2093","Medium","37.429"
"Saint Kitts and Nevis","2093","High","53.953"
"Saint Kitts and Nevis","2093","Low","25.102"
"Saint Kitts and Nevis","2093","Constant fertility","36.15"
"Saint Kitts and Nevis","2093","Instant replacement","56.812"
"Saint Kitts and Nevis","2093","Zero migration","35.657"
"Saint Kitts and Nevis","2093","Constant mortality","32.032"
"Saint Kitts and Nevis","2093","No change","30.796"
"Saint Kitts and Nevis","2093","Momentum","48.494"
"Saint Kitts and Nevis","2093","Instant replacement zero migration","54.705"
"Saint Kitts and Nevis","2093","Median PI","37.429"
"Saint Kitts and Nevis","2093","Upper 80 PI","46.986"
"Saint Kitts and Nevis","2093","Lower 80 PI","28.19"
"Saint Kitts and Nevis","2093","Upper 95 PI","53.192"
"Saint Kitts and Nevis","2093","Lower 95 PI","23.593"
"Saint Kitts and Nevis","2092","Medium","37.651"
"Saint Kitts and Nevis","2092","High","53.831"
"Saint Kitts and Nevis","2092","Low","25.505"
"Saint Kitts and Nevis","2092","Constant fertility","36.412"
"Saint Kitts and Nevis","2092","Instant replacement","56.67"
"Saint Kitts and Nevis","2092","Zero migration","35.898"
"Saint Kitts and Nevis","2092","Constant mortality","32.316"
"Saint Kitts and Nevis","2092","No change","31.119"
"Saint Kitts and Nevis","2092","Momentum","48.495"
"Saint Kitts and Nevis","2092","Instant replacement zero migration","54.591"
"Saint Kitts and Nevis","2092","Median PI","37.651"
"Saint Kitts and Nevis","2092","Upper 80 PI","47.074"
"Saint Kitts and Nevis","2092","Lower 80 PI","28.54"
"Saint Kitts and Nevis","2092","Upper 95 PI","53.112"
"Saint Kitts and Nevis","2092","Lower 95 PI","23.97"
"Saint Kitts and Nevis","2091","Medium","37.877"
"Saint Kitts and Nevis","2091","High","53.714"
"Saint Kitts and Nevis","2091","Low","25.91"
"Saint Kitts and Nevis","2091","Constant fertility","36.669"
"Saint Kitts and Nevis","2091","Instant replacement","56.531"
"Saint Kitts and Nevis","2091","Zero migration","36.146"
"Saint Kitts and Nevis","2091","Constant mortality","32.605"
"Saint Kitts and Nevis","2091","No change","31.433"
"Saint Kitts and Nevis","2091","Momentum","48.502"
"Saint Kitts and Nevis","2091","Instant replacement zero migration","54.487"
"Saint Kitts and Nevis","2091","Median PI","37.877"
"Saint Kitts and Nevis","2091","Upper 80 PI","47.133"
"Saint Kitts and Nevis","2091","Lower 80 PI","28.892"
"Saint Kitts and Nevis","2091","Upper 95 PI","53.045"
"Saint Kitts and Nevis","2091","Lower 95 PI","24.365"
"Saint Kitts and Nevis","2090","Medium","38.106"
"Saint Kitts and Nevis","2090","High","53.6"
"Saint Kitts and Nevis","2090","Low","26.324"
"Saint Kitts and Nevis","2090","Constant fertility","36.935"
"Saint Kitts and Nevis","2090","Instant replacement","56.394"
"Saint Kitts and Nevis","2090","Zero migration","36.399"
"Saint Kitts and Nevis","2090","Constant mortality","32.889"
"Saint Kitts and Nevis","2090","No change","31.751"
"Saint Kitts and Nevis","2090","Momentum","48.51"
"Saint Kitts and Nevis","2090","Instant replacement zero migration","54.386"
"Saint Kitts and Nevis","2090","Median PI","38.106"
"Saint Kitts and Nevis","2090","Upper 80 PI","47.194"
"Saint Kitts and Nevis","2090","Lower 80 PI","29.243"
"Saint Kitts and Nevis","2090","Upper 95 PI","53.032"
"Saint Kitts and Nevis","2090","Lower 95 PI","24.769"
"Saint Kitts and Nevis","2089","Medium","38.33"
"Saint Kitts and Nevis","2089","High","53.487"
"Saint Kitts and Nevis","2089","Low","26.736"
"Saint Kitts and Nevis","2089","Constant fertility","37.205"
"Saint Kitts and Nevis","2089","Instant replacement","56.258"
"Saint Kitts and Nevis","2089","Zero migration","36.648"
"Saint Kitts and Nevis","2089","Constant mortality","33.176"
"Saint Kitts and Nevis","2089","No change","32.083"
